rating,review_length,word_count,sentence_count,avg_word_length,verified_purchase,sentiment_score,noun_ratio,adj_ratio,ner_count,readability,comparative_count
4.0,1622,296,20,4.449324324324325,0,0.9639,0.1501416430594901,0.08498583569405099,20,76.02716970998928,3
2.0,98,18,4,4.5,1,-0.5025,0.08695652173913043,0.08695652173913043,0,69.14500000000001,0
5.0,111,17,6,5.529411764705882,1,0.9182,0.17391304347826086,0.13043478260869565,1,46.812745098039244,0
5.0,184,35,5,4.228571428571429,1,-0.3309,0.18181818181818182,0.045454545454545456,0,93.70161764705884,1
5.0,17,3,1,5.0,1,0.7351,0.3333333333333333,0.0,0,90.99000000000004,0
1.0,140,23,4,5.130434782608695,1,-0.5432,0.13793103448275862,0.10344827586206896,1,55.38858695652178,1
4.0,154,31,3,4.0,1,-0.1027,0.12121212121212122,0.12121212121212122,0,89.91440860215054,0
5.0,7,1,1,7.0,1,0.5719,0.0,0.0,0,36.62000000000003,0
2.0,71,15,3,3.8,1,0.0,0.16666666666666666,0.16666666666666666,0,92.06250000000001,0
5.0,961,155,11,5.2064516129032254,1,0.9891,0.21739130434782608,0.11413043478260869,5,59.56314516129035,2
5.0,147,26,3,4.6923076923076925,0,0.9285,0.034482758620689655,0.20689655172413793,0,61.376794871794914,2
3.0,228,41,3,4.560975609756097,1,0.7876,0.20833333333333334,0.020833333333333332,2,56.03237804878049,0
5.0,16,4,1,3.25,1,0.5095,0.0,0.5,0,118.17500000000001,0
5.0,53,10,2,4.4,1,0.6908,0.3333333333333333,0.16666666666666666,0,95.165,0
4.0,63,10,6,5.4,0,0.5423,0.13333333333333333,0.2,0,57.940000000000026,0
5.0,682,125,8,4.408,1,0.9832,0.21379310344827587,0.06896551724137931,3,71.62360000000002,0
4.0,245,50,6,3.92,1,0.9037,0.1206896551724138,0.06896551724137931,1,98.54900000000002,1
3.0,1706,307,17,4.5602605863192185,0,0.9959,0.1601123595505618,0.10112359550561797,10,69.92312500000001,5
1.0,83,17,2,3.941176470588236,1,0.0,0.15789473684210525,0.10526315789473684,1,80.09764705882354,0
1.0,231,47,2,3.9361702127659575,1,0.6416,0.24,0.06,0,72.72000000000003,0
2.0,394,75,7,4.266666666666667,1,0.6159,0.13095238095238096,0.023809523809523808,4,87.67200000000001,0
4.0,312,54,7,4.796296296296297,1,0.9217,0.20967741935483872,0.08064516129032258,2,72.3666666666667,0
5.0,66,16,1,3.1875,1,0.6369,0.25,0.0,0,95.73000000000002,0
5.0,435,86,9,4.069767441860465,1,0.9789,0.12244897959183673,0.08163265306122448,0,73.94235465116282,1
1.0,197,41,4,3.829268292682927,0,-0.6414,0.06666666666666667,0.13333333333333333,0,91.85601626016262,1
5.0,1443,240,12,5.016666666666667,0,0.9918,0.2014388489208633,0.11151079136690648,8,45.370650860065126,2
5.0,34,5,2,6.0,1,0.6249,0.3333333333333333,0.16666666666666666,0,32.56000000000003,0
2.0,85,15,3,4.666666666666667,1,0.0,0.05555555555555555,0.1111111111111111,0,80.78250000000001,0
5.0,72,12,1,5.083333333333333,1,0.8248,0.0,0.3333333333333333,0,53.655,1
5.0,553,110,7,4.036363636363636,0,0.9736,0.14615384615384616,0.08461538461538462,3,85.94445718654435,0
5.0,196,38,6,4.184210526315789,1,0.9696,0.15555555555555556,0.06666666666666667,1,83.35257894736843,0
5.0,668,127,11,4.267716535433071,1,0.9795,0.16551724137931034,0.08275862068965517,1,77.36969685039371,0
1.0,16,3,1,4.666666666666667,1,-0.4939,0.6666666666666666,0.0,1,62.79000000000002,0
5.0,41,8,2,4.25,1,0.6988,0.1,0.1,0,97.025,0
4.0,169,35,4,3.857142857142857,1,0.8126,0.14634146341463414,0.04878048780487805,0,88.63904761904763,0
4.0,12,2,2,5.5,1,0.0,0.0,0.0,0,120.20500000000001,0
4.0,368,75,6,3.92,0,-0.0387,0.18072289156626506,0.08433734939759036,0,92.34600000000002,1
5.0,332,62,6,4.32258064516129,1,0.4933,0.1095890410958904,0.0547945205479452,2,79.21217741935487,0
5.0,89,19,3,3.736842105263158,1,0.7773,0.19047619047619047,0.047619047619047616,1,99.23460526315789,0
4.0,150,28,5,4.392857142857143,1,0.8957,0.21875,0.0625,2,84.9157142857143,0
5.0,152,32,4,3.78125,1,0.8779,0.15384615384615385,0.10256410256410256,3,100.83333333333336,0
5.0,21,5,1,3.4,1,0.7559,0.0,0.4,0,83.32000000000004,0
5.0,233,48,4,3.875,1,-0.765,0.23529411764705882,0.058823529411764705,2,72.13333333333334,0
4.0,55,8,1,6.0,1,0.7684,0.375,0.125,0,50.66500000000002,0
3.0,1218,238,25,4.121848739495798,1,0.9073,0.15719063545150502,0.056856187290969896,9,91.470611983924,3
5.0,608,109,8,4.541284403669724,0,0.9719,0.13740458015267176,0.10687022900763359,0,76.93642201834864,1
3.0,259,50,5,4.2,1,0.5994,0.14285714285714285,0.14285714285714285,1,85.85950000000001,3
5.0,156,29,3,4.413793103448276,1,0.3406,0.08823529411764706,0.14705882352941177,0,72.51060344827589,0
1.0,201,38,4,4.315789473684211,1,-0.6373,0.21951219512195122,0.07317073170731707,0,87.11517543859652,0
5.0,456,89,5,4.134831460674158,0,0.9587,0.13402061855670103,0.05154639175257732,1,68.28271067415731,0
5.0,159,31,2,4.161290322580645,1,0.7987,0.125,0.0625,1,87.39927419354841,0
3.0,207,42,2,3.952380952380953,1,0.7269,0.14893617021276595,0.0425531914893617,0,65.50500000000001,1
5.0,196,36,6,4.361111111111111,1,0.3612,0.15217391304347827,0.15217391304347827,5,89.07700000000003,0
4.0,6,1,1,6.0,1,0.4939,0.0,0.0,0,36.62000000000003,0
5.0,26,5,1,4.4,1,0.4404,0.4,0.0,1,100.24000000000002,0
5.0,60,11,2,4.545454545454546,1,0.0,0.08333333333333333,0.16666666666666666,0,57.23363636363638,1
5.0,18,2,1,8.5,1,0.0,0.5,0.0,0,-48.994999999999976,0
5.0,58,11,1,4.363636363636363,1,0.7134,0.16666666666666666,0.16666666666666666,0,72.61545454545457,0
5.0,350,68,3,4.161764705882353,1,0.9895,0.1282051282051282,0.0641025641025641,2,67.99950248756222,0
5.0,74,17,1,3.411764705882353,1,0.6369,0.23529411764705882,0.058823529411764705,1,95.42,0
5.0,63,12,1,4.333333333333333,1,0.0,0.08333333333333333,0.16666666666666666,0,86.70500000000001,0
4.0,149,30,4,4.0,1,-0.3182,0.13157894736842105,0.07894736842105263,2,97.985,0
1.0,131,23,3,4.695652173913044,1,0.3612,0.21428571428571427,0.03571428571428571,0,59.066847826086985,0
1.0,37,7,1,4.428571428571429,1,0.0,0.25,0.0,0,90.95857142857145,0
5.0,1077,201,15,4.36318407960199,0,0.9963,0.13901345291479822,0.1031390134529148,2,74.83264925373136,2
5.0,325,62,5,4.258064516129032,0,0.9022,0.24615384615384617,0.07692307692307693,4,81.94120967741938,0
5.0,245,51,5,3.823529411764706,1,0.9412,0.1724137931034483,0.05172413793103448,2,86.07022058823532,0
5.0,42,6,3,6.166666666666667,1,0.9018,0.0,0.2,0,73.84500000000001,0
5.0,96,17,4,4.647058823529412,1,0.8168,0.21739130434782608,0.08695652173913043,2,65.16823529411766,0
5.0,260,50,7,4.12,1,0.9573,0.1111111111111111,0.12698412698412698,0,86.32134353741499,0
4.0,15,3,2,4.333333333333333,1,0.0,0.0,0.0,0,90.99000000000004,0
4.0,107,19,2,4.684210526315789,1,0.3818,0.13043478260869565,0.08695652173913043,0,80.68684210526318,0
5.0,171,34,4,4.0588235294117645,1,0.6597,0.2702702702702703,0.02702702702702703,0,85.8493137254902,0
5.0,90,15,4,5.066666666666666,1,0.7896,0.10526315789473684,0.21052631578947367,0,52.58250000000001,0
2.0,540,96,6,4.614583333333333,0,-0.0562,0.16666666666666666,0.037037037037037035,7,59.56575000000001,0
5.0,11,2,1,5.0,1,0.4215,0.0,0.5,0,120.20500000000001,0
5.0,99,17,4,4.882352941176471,1,0.4588,0.09523809523809523,0.09523809523809523,0,76.671568627451,0
5.0,147,29,3,4.103448275862069,1,0.6588,0.25,0.09375,1,72.3793103448276,0
1.0,138,26,4,4.346153846153846,1,-0.7346,0.16666666666666666,0.06666666666666667,0,67.8844871794872,0
5.0,17,4,1,3.5,1,0.4404,0.25,0.25,0,118.17500000000001,0
5.0,349,65,6,4.3538461538461535,1,0.8795,0.14666666666666667,0.05333333333333334,5,77.80307692307694,0
5.0,318,62,5,4.145161290322581,0,0.9493,0.15492957746478872,0.07042253521126761,0,79.21217741935487,0
5.0,202,41,6,3.8780487804878048,1,0.9349,0.16326530612244897,0.12244897959183673,1,97.40468292682928,0
5.0,128,23,2,4.608695652173913,1,0.5499,0.11538461538461539,0.07692307692307693,0,73.1421739130435,0
5.0,4,1,1,4.0,1,0.4215,0.0,1.0,0,121.22000000000003,0
5.0,23,4,2,5.0,1,0.5994,0.2,0.0,0,97.025,0
5.0,184,37,4,4.0,1,0.9279,0.11363636363636363,0.06818181818181818,0,86.85180180180181,0
5.0,126,20,1,5.2,1,0.8341,0.11538461538461539,0.07692307692307693,2,42.71500000000003,0
2.0,338,64,6,4.28125,1,-0.0892,0.14666666666666667,0.06666666666666667,1,78.83987500000002,0
5.0,661,120,12,4.458333333333333,1,0.98,0.125,0.041666666666666664,3,76.21500000000002,1
5.0,11,2,1,5.0,1,0.5859,0.0,0.5,0,35.60500000000002,0
5.0,200,40,3,4.025,1,0.88,0.14583333333333334,0.125,0,89.66666666666667,0
5.0,112,23,4,3.8260869565217392,1,0.7574,0.06896551724137931,0.034482758620689655,0,88.70550724637683,0
5.0,85,16,3,4.375,1,0.8261,0.0625,0.125,0,53.639285714285734,0
5.0,936,167,17,4.562874251497006,0,0.9727,0.16666666666666666,0.06565656565656566,1,82.48890243902441,2
4.0,81,17,2,3.823529411764706,1,0.7473,0.16666666666666666,0.16666666666666666,0,90.05058823529413,0
4.0,241,50,3,3.84,1,0.2263,0.14545454545454545,0.05454545454545454,2,74.86400000000002,0
5.0,117,21,4,4.619047619047619,1,0.9325,0.15384615384615385,0.11538461538461539,0,99.01571428571431,0
5.0,25,7,2,2.7142857142857144,1,0.6908,0.0,0.0,0,102.045,0
5.0,257,48,7,4.375,1,0.9666,0.2033898305084746,0.13559322033898305,3,79.00350000000002,0
5.0,578,112,7,4.169642857142857,1,0.9577,0.11290322580645161,0.07258064516129033,4,72.09393939393942,1
1.0,126,23,4,4.521739130434782,1,-0.816,0.1,0.0,2,81.3489855072464,0
5.0,48,11,2,3.4545454545454546,1,0.7506,0.25,0.08333333333333333,0,95.68818181818183,0
2.0,182,40,6,3.575,1,-0.8267,0.10869565217391304,0.06521739130434782,0,103.54,0
3.0,64,14,3,3.642857142857143,1,0.0,0.1875,0.125,1,103.04428571428575,0
5.0,9,2,1,4.0,1,0.3612,0.0,0.0,0,120.20500000000001,0
5.0,14,3,1,4.0,1,0.6369,0.3333333333333333,0.0,0,119.19000000000003,0
4.0,716,138,7,4.152173913043479,0,0.985,0.1419753086419753,0.08024691358024691,1,71.30304347826089,0
5.0,55,10,2,4.6,1,0.0516,0.18181818181818182,0.2727272727272727,0,78.24500000000002,0
5.0,174,37,5,3.6216216216216215,1,0.8955,0.10869565217391304,0.08695652173913043,0,94.55435810810813,1
1.0,25,5,1,4.2,1,0.3384,0.0,0.0,0,83.32000000000004,0
5.0,27,5,1,4.6,1,0.7783,0.0,0.4,0,83.32000000000004,0
5.0,93,18,4,4.222222222222222,0,0.7178,0.25,0.05,0,81.64803921568628,0
5.0,22,4,1,4.75,1,-0.1027,0.0,0.25,1,97.025,0
5.0,67,14,2,3.857142857142857,1,0.7351,0.2,0.0,0,101.98214285714286,0
5.0,135,27,4,4.037037037037037,1,-0.2695,0.12903225806451613,0.06451612903225806,1,84.90000000000003,0
3.0,40,8,1,4.125,1,0.0,0.25,0.0,1,114.11500000000001,0
4.0,185,38,2,3.8947368421052633,0,-0.0286,0.15,0.05,0,89.7385810810811,0
1.0,115,20,3,4.75,1,-0.5023,0.12,0.04,0,65.555,0
5.0,56,9,2,5.333333333333333,1,-0.4019,0.2,0.2,0,47.30000000000004,0
4.0,596,113,10,4.283185840707965,1,0.8553,0.12030075187969924,0.06015037593984962,3,77.29819075712885,1
4.0,363,75,5,3.8533333333333335,0,-0.3607,0.12941176470588237,0.047058823529411764,1,76.13175000000001,1
1.0,115,24,3,3.7916666666666665,1,0.0,0.10714285714285714,0.07142857142857142,0,99.48,0
1.0,371,75,3,3.9466666666666663,1,-0.8342,0.125,0.0375,2,73.17200000000001,0
4.0,266,50,5,4.34,0,0.9118,0.2698412698412698,0.09523809523809523,0,84.16750000000002,1
5.0,76,16,1,3.8125,1,0.8338,0.17647058823529413,0.17647058823529413,0,100.70750000000001,0
5.0,12,2,2,5.5,1,0.0,0.0,0.0,0,120.20500000000001,0
5.0,9,1,1,9.0,1,0.5994,0.0,1.0,0,-47.97999999999996,0
5.0,9,2,2,4.0,1,0.6988,0.0,0.0,0,120.20500000000001,0
5.0,308,60,6,4.133333333333334,1,0.7678,0.136986301369863,0.0547945205479452,0,81.85500000000002,0
4.0,33,6,3,4.5,1,0.8516,0.0,0.1111111111111111,1,102.045,0
5.0,163,28,4,4.857142857142857,1,0.9632,0.1111111111111111,0.1388888888888889,1,80.83214285714287,0
5.0,99,19,4,4.2631578947368425,1,0.5962,0.22727272727272727,0.09090909090909091,1,83.24500000000002,0
5.0,79,13,3,5.153846153846154,1,0.9509,0.14285714285714285,0.2857142857142857,0,83.09903846153848,0
5.0,68,13,4,4.307692307692308,1,0.6705,0.06666666666666667,0.0,1,83.09903846153848,0
1.0,30,6,1,4.166666666666667,1,0.0,0.14285714285714285,0.0,0,87.94500000000002,0
5.0,4,1,1,4.0,1,0.4404,0.0,1.0,0,121.22000000000003,0
4.0,365,78,5,3.6666666666666665,1,0.9635,0.10989010989010989,0.04395604395604396,1,81.83480769230772,0
3.0,40,7,2,4.857142857142857,1,0.0,0.2222222222222222,0.1111111111111111,0,90.95857142857145,0
5.0,7,1,1,7.0,1,0.5719,0.0,0.0,0,36.62000000000003,0
5.0,675,111,7,5.045045045045045,0,0.9918,0.16296296296296298,0.1111111111111111,6,53.15479729729731,2
5.0,21,3,1,6.333333333333333,1,0.4404,0.6666666666666666,0.3333333333333333,0,34.59000000000003,0
2.0,937,172,11,4.453488372093023,1,-0.4081,0.15675675675675677,0.06486486486486487,3,66.41188372093026,0
3.0,216,44,6,3.9318181818181817,1,-0.6708,0.07547169811320754,0.11320754716981132,0,95.68818181818183,0
5.0,36,5,1,6.4,1,0.7755,0.4,0.4,0,-1.2799999999999727,0
3.0,350,67,5,4.2388059701492535,1,-0.6163,0.13157894736842105,0.05263157894736842,4,71.70500000000001,0
5.0,46,7,3,5.714285714285714,1,0.8012,0.2222222222222222,0.2222222222222222,0,54.70142857142861,0
1.0,129,24,3,4.416666666666667,1,-0.0,0.19230769230769232,0.07692307692307693,0,78.33000000000001,0
5.0,567,99,8,4.6767676767676765,0,-0.3583,0.15789473684210525,0.11403508771929824,3,66.58826530612245,1
5.0,125,27,4,3.6666666666666665,1,0.6884,0.06451612903225806,0.16129032258064516,1,86.59916666666669,2
5.0,319,65,7,3.923076923076923,0,0.8485,0.0945945945945946,0.0945945945945946,1,89.11301282051284,1
5.0,9,2,1,4.0,1,0.2732,0.0,0.0,0,120.20500000000001,0
3.0,191,37,4,4.135135135135135,1,0.8688,0.14893617021276595,0.06382978723404255,0,95.99774774774775,0
5.0,81,12,2,5.833333333333333,1,0.1531,0.06666666666666667,0.06666666666666667,1,46.60500000000002,0
3.0,154,27,4,4.666666666666667,1,0.875,0.16666666666666666,0.08333333333333333,0,74.39217948717952,0
5.0,201,33,3,5.121212121212121,1,0.4998,0.1,0.0,0,87.54204545454546,0
5.0,62,16,1,2.9375,1,0.3612,0.125,0.0,2,100.70750000000001,0
5.0,457,83,10,4.518072289156627,0,0.9684,0.21052631578947367,0.11578947368421053,1,79.23829986613121,1
5.0,15,3,1,4.333333333333333,1,0.6249,0.0,0.3333333333333333,0,119.19000000000003,0
5.0,734,131,12,4.610687022900764,1,0.9061,0.13636363636363635,0.06493506493506493,4,71.19339160839162,2
1.0,263,52,5,4.076923076923077,1,-0.3159,0.10344827586206896,0.017241379310344827,2,86.26307692307695,1
5.0,21,5,1,3.4,1,0.4404,0.2,0.2,0,117.16000000000003,0
5.0,357,66,6,4.363636363636363,1,0.8834,0.19753086419753085,0.08641975308641975,4,76.79154545454547,0
5.0,288,56,7,4.071428571428571,1,0.9588,0.08955223880597014,0.07462686567164178,2,85.56880952380955,1
5.0,29,4,3,6.5,1,0.0,0.2,0.0,0,54.72500000000002,0
5.0,61,13,3,3.769230769230769,1,0.8562,0.125,0.0625,1,89.6067307692308,0
5.0,805,142,10,4.669014084507042,1,0.9687,0.2147239263803681,0.049079754601226995,5,72.54562500000002,0
2.0,40,8,1,4.125,1,-0.298,0.2222222222222222,0.2222222222222222,0,92.965,0
5.0,278,56,6,3.982142857142857,1,0.8455,0.22580645161290322,0.04838709677419355,2,89.71700000000001,1
4.0,152,27,5,4.666666666666667,1,-0.1779,0.17142857142857143,0.05714285714285714,0,90.31708333333336,0
2.0,39,8,1,4.0,1,0.4939,0.25,0.0,0,103.54,0
3.0,200,38,4,4.289473684210527,1,-0.7845,0.11904761904761904,0.023809523809523808,1,79.19776315789476,0
1.0,100,17,4,4.941176470588236,0,-0.25,0.08333333333333333,0.041666666666666664,0,101.55392156862746,0
4.0,53,9,3,5.0,1,-0.1027,0.2727272727272727,0.18181818181818182,0,89.46750000000003,0
1.0,171,36,4,3.7777777777777777,1,-0.3714,0.10256410256410256,0.10256410256410256,0,87.25000000000003,0
5.0,83,19,1,3.421052631578948,1,0.0772,0.05,0.1,1,94.04473684210527,0
5.0,14,3,1,4.0,1,0.6249,0.6666666666666666,0.3333333333333333,0,119.19000000000003,0
5.0,167,32,3,4.25,1,0.9246,0.17647058823529413,0.058823529411764705,0,76.91375000000001,0
5.0,9,2,1,4.0,1,0.4927,0.0,0.5,0,77.90500000000002,0
5.0,41,7,1,5.0,1,0.0,0.0,0.0,1,54.70142857142861,0
3.0,1948,370,25,4.267567567567568,0,0.9756,0.14081145584725538,0.081145584725537,6,76.63411036036037,2
5.0,36,7,2,4.285714285714286,1,0.6369,0.3,0.0,0,78.87285714285717,0
5.0,486,97,11,4.020618556701031,1,0.9441,0.16071428571428573,0.0625,0,89.71321134020621,0
2.0,128,23,3,4.521739130434782,1,-0.2589,0.10344827586206896,0.10344827586206896,1,62.74510869565219,1
5.0,115,23,3,4.043478260869565,1,0.8402,0.14285714285714285,0.17857142857142858,0,95.4632142857143,0
5.0,39,7,2,4.714285714285714,1,0.0,0.125,0.125,1,90.95857142857145,0
5.0,108,20,3,4.45,1,0.8802,0.2608695652173913,0.13043478260869565,0,82.47500000000001,0
3.0,474,85,8,4.588235294117647,1,0.9724,0.1368421052631579,0.07368421052631578,2,72.0888235294118,0
5.0,2378,416,20,4.682692307692308,0,0.9981,0.18947368421052632,0.0863157894736842,7,57.91520748987858,2
1.0,138,25,6,4.56,1,-0.2429,0.12903225806451613,0.16129032258064516,1,86.70466666666667,0
5.0,497,90,5,4.533333333333333,0,-0.5927,0.1568627450980392,0.08823529411764706,2,54.2775,2
2.0,159,31,3,4.161290322580645,1,0.4404,0.14705882352941177,0.17647058823529413,1,87.39927419354841,2
5.0,11,2,2,5.0,1,0.0,0.6666666666666666,0.0,0,120.20500000000001,0
3.0,383,79,5,3.848101265822785,0,0.6084,0.18823529411764706,0.058823529411764705,6,79.2856153846154,0
5.0,10,2,2,4.5,1,0.0,0.3333333333333333,0.0,0,120.20500000000001,0
5.0,226,39,7,4.717948717948718,1,0.9656,0.16326530612244897,0.061224489795918366,0,76.59134615384617,0
5.0,27,4,2,6.0,1,0.7959,0.4,0.0,0,34.59000000000003,0
3.0,187,37,5,4.081081081081081,1,-0.6921,0.16666666666666666,0.09523809523809523,0,91.95000000000002,0
5.0,7,2,1,3.0,1,0.6369,0.0,0.0,0,120.20500000000001,0
5.0,192,35,3,4.514285714285714,1,0.8818,0.14634146341463414,0.024390243902439025,1,74.13619047619049,0
4.0,24,5,2,4.0,1,0.0,0.16666666666666666,0.0,0,83.32000000000004,0
4.0,152,28,3,4.464285714285714,1,0.9022,0.11428571428571428,0.11428571428571428,0,80.83214285714287,0
3.0,264,48,4,4.458333333333333,1,0.7269,0.0847457627118644,0.0847457627118644,0,74.27000000000001,0
